"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"42071","3","61111","77","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 61111 Elementary and secondary schools","County, NAICS 5-digit -- by ownership sector","All establishment sizes",146,10220,510051810,410814,30937,960,49907,"",1.68,0.87,1.16,0.05,0.30,1.33,1.33,"",-1,-0.7,30,0.3,10214517,2.0,-24537,-5.6,-3303,-9.6,17,1.8,853,1.7
"42071","3","611110","78","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 611110 Elementary and secondary schools","County, NAICS 6-digit -- by ownership sector","All establishment sizes",146,10220,510051810,410814,30937,960,49907,"",1.68,0.87,1.16,0.05,0.30,1.33,1.33,"",-1,-0.7,30,0.3,10214517,2.0,-24537,-5.6,-3303,-9.6,17,1.8,853,1.7
"42071","3","6112","76","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 6112 Junior colleges","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","61121","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 61121 Junior colleges","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","611210","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 611210 Junior colleges","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","6115","76","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 6115 Technical and trade schools","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",4.55,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","61151","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 61151 Technical and trade schools","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",4.55,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","611519","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 611519 Other technical and trade schools","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",6.10,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","62","74","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 62 Health care and social assistance","County, NAICS Sector -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","624","75","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 624 Social assistance","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","6241","76","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 6241 Individual and family services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.85,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","62411","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 62411 Child and youth services","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",5.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","624110","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 624110 Child and youth services","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",5.59,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","72","74","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 72 Accommodation and food services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","722","75","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 722 Food services and drinking places","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","7225","76","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 7225 Restaurants and other eating places","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.87,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","72251","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 72251 Restaurants and other eating places","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.87,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","722514","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 722514 Cafeterias, grill buffets, and buffets","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.99,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","81","74","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 81 Other services, except public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","812","75","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 812 Personal and laundry services","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.66,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","8129","76","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 8129 Other personal services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",2.35,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","81293","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 81293 Parking lots and garages","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",7.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","812930","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 812930 Parking lots and garages","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",7.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92","74","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 92 Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",83,3986,182067651,1334994,46059,878,45678,"",0.99,0.60,0.63,0.11,0.17,1.04,1.04,"",0,0.0,28,0.7,1299382,0.7,171426,14.7,7163,18.4,0,0.0,1,0.0
"42071","3","921","75","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 921 Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",61,2447,120759134,212840,5968,949,49357,"",1.23,0.56,0.69,0.02,0.03,1.24,1.24,"",0,0.0,27,1.1,1556389,1.3,31179,17.2,854,16.7,2,0.2,103,0.2
"42071","3","9211","76","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 9211 Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",61,2447,120759134,212840,5968,949,49357,"",1.23,0.56,0.69,0.02,0.03,1.24,1.24,"",0,0.0,27,1.1,1556389,1.3,31179,17.2,854,16.7,2,0.2,103,0.2
"42071","3","92112","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92112 Legislative bodies","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","921120","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 921120 Legislative bodies","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.25,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92113","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92113 Public finance activities","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","921130","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 921130 Public finance activities","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92114","77","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 92114 Executive and legislative offices, combined","County, NAICS 5-digit -- by ownership sector","All establishment sizes",56,1987,102149420,210716,5902,989,51407,"",1.92,0.70,0.91,0.04,0.08,1.30,1.30,"",0,0.0,36,1.8,2131723,2.1,31941,17.9,894,17.9,3,0.3,147,0.3
"42071","3","921140","78","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 921140 Executive and legislative offices, combined","County, NAICS 6-digit -- by ownership sector","All establishment sizes",56,1987,102149420,210716,5902,989,51407,"",1.92,0.70,0.91,0.04,0.08,1.30,1.30,"",0,0.0,36,1.8,2131723,2.1,31941,17.9,894,17.9,3,0.3,147,0.3
"42071","3","92119","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92119 Other general government support","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","921190","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 921190 Other general government support","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","922","75","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 922 Justice, public order, and safety activities","County, NAICS 3-digit -- by ownership sector","All establishment sizes",14,1110,48739420,787520,30718,845,43919,"",0.80,0.73,0.57,0.62,1.23,0.78,0.78,"",0,0.0,-14,-1.2,-854688,-1.7,76947,10.8,4536,17.3,-3,-0.4,-201,-0.5
"42071","3","9221","76","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 9221 Justice, public order, and safety activities","County, NAICS 4-digit -- by ownership sector","All establishment sizes",14,1110,48739420,787520,30718,845,43919,"",0.80,0.73,0.57,0.62,1.23,0.78,0.78,"",0,0.0,-14,-1.2,-854688,-1.7,76947,10.8,4536,17.3,-3,-0.4,-201,-0.5
"42071","3","92211","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92211 Courts","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","922110","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 922110 Courts","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92212","77","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 92212 Police protection","County, NAICS 5-digit -- by ownership sector","All establishment sizes",5,170,8528393,696049,24091,967,50290,"",1.11,0.25,0.23,1.63,3.38,0.92,0.92,"",0,0.0,0,0.0,326320,4.0,42262,6.5,1691,7.5,36,3.9,1900,3.9
"42071","3","922120","78","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 922120 Police protection","County, NAICS 6-digit -- by ownership sector","All establishment sizes",5,170,8528393,696049,24091,967,50290,"",1.11,0.25,0.23,1.63,3.38,0.92,0.92,"",0,0.0,0,0.0,326320,4.0,42262,6.5,1691,7.5,36,3.9,1900,3.9
"42071","3","92213","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92213 Legal counsel and prosecution","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","922130","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 922130 Legal counsel and prosecution","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.75,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92214","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92214 Correctional institutions","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","922140","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 922140 Correctional institutions","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.31,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92215","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92215 Parole offices and probation offices","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","922150","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 922150 Parole offices and probation offices","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",3.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92216","77","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 92216 Fire protection","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,15,216450,91471,6627,276,14350,"",0.56,0.05,0.01,0.15,0.54,0.25,0.25,"",0,0.0,3,25.0,53957,33.2,34685,61.1,2845,75.2,23,9.1,1175,8.9
"42071","3","922160","78","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 922160 Fire protection","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,15,216450,91471,6627,276,14350,"",0.56,0.05,0.01,0.15,0.54,0.25,0.25,"",0,0.0,3,25.0,53957,33.2,34685,61.1,2845,75.2,23,9.1,1175,8.9
"42071","3","924","75","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 924 Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,374,9693228,334634,9373,498,25889,"",0.95,2.78,1.88,1.31,1.09,0.68,0.68,"",0,0.0,15,4.2,485973,5.3,63300,23.3,1773,23.3,5,1.0,230,0.9
"42071","3","9241","76","0","2016","A","","Lancaster County, Pennsylvania","Local Government","NAICS 9241 Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",5,374,9693228,334634,9373,498,25889,"",0.95,2.78,1.88,1.31,1.09,0.68,0.68,"",0,0.0,15,4.2,485973,5.3,63300,23.3,1773,23.3,5,1.0,230,0.9
"42071","3","92411","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92411 Air, water, and waste program administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","924110","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 924110 Air, water, and waste program administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92412","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92412 Administration of conservation programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",1.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","924120","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 924120 Administration of conservation programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,"N",1.21,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","925","75","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 925 Community and housing program administration","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","9251","76","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 9251 Community and housing program administration","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.42,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92511","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92511 Administration of housing programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","925110","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 925110 Administration of housing programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92512","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92512 Urban and rural development administration","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","925120","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 925120 Urban and rural development administration","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","926","75","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 926 Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","9261","76","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 9261 Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","92614","77","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 92614 Agricultural market and commodity regulation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","3","926140","78","0","2016","A","N","Lancaster County, Pennsylvania","Local Government","NAICS 926140 Agricultural market and commodity regulation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","10","71","0","2016","A","","Lancaster County, Pennsylvania","Private","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",12895,215315,9360261295,2004668845,106674146,836,43472,"",1.00,1.08,1.07,1.02,1.01,0.99,0.99,"",195,1.5,4575,2.2,331478891,3.7,126922231,6.8,1983177,1.9,12,1.5,629,1.5
"42071","5","101","72","0","2016","A","","Lancaster County, Pennsylvania","Private","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",2832,54869,2956820408,606681478,37496034,1036,53889,"",1.65,1.59,1.69,1.46,1.30,1.06,1.06,"",96,3.5,928,1.7,68592503,2.4,43679570,7.8,724002,2.0,6,0.6,344,0.6
"42071","5","1011","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1011 Natural resources and mining","County, by Supersector -- by ownership sector","All establishment sizes",226,3080,113585809,32145389,1563101,709,36874,"",1.20,1.00,0.80,0.83,0.63,0.80,0.80,"",11,5.1,181,6.2,4804158,4.4,4007465,14.2,164580,11.8,-13,-1.8,-644,-1.7
"42071","5","1012","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1012 Construction","County, by Supersector -- by ownership sector","All establishment sizes",1647,15097,832437713,173045628,11789412,1060,55140,"",1.56,1.37,1.57,1.20,0.89,1.15,1.15,"",49,3.1,349,2.4,37217504,4.7,10744893,6.6,-108513,-0.9,23,2.2,1218,2.3
"42071","5","1013","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",959,36692,2010796886,401490461,24143521,1054,54802,"",2.04,1.81,1.86,1.73,1.83,1.03,1.03,"",35,3.8,398,1.1,26570841,1.3,28927212,7.8,667935,2.8,3,0.3,130,0.2
"42071","5","102","72","0","2016","A","","Lancaster County, Pennsylvania","Private","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",10064,160446,6403440887,1397987367,69178112,768,39910,"",0.90,0.98,0.92,0.90,0.90,0.94,0.94,"",101,1.0,3646,2.3,262886388,4.3,83242661,6.3,1259175,1.9,15,2.0,748,1.9
"42071","5","1021","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",2966,53935,1959386029,514549175,25476869,699,36328,"",1.13,1.21,1.20,1.14,1.26,0.99,0.99,"",-6,-0.2,1671,3.2,79042997,4.2,36485837,7.6,1067057,4.4,7,1.0,350,1.0
"42071","5","1022","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1022 Information","County, by Supersector -- by ownership sector","All establishment sizes",122,3013,146190139,28411549,1387346,933,48522,"",0.57,0.65,0.39,0.52,0.43,0.60,0.60,"",8,7.0,27,0.9,3332929,2.3,1227855,4.5,34888,2.6,13,1.4,685,1.4
"42071","5","1023","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1023 Financial activities","County, by Supersector -- by ownership sector","All establishment sizes",988,7993,543197760,87097243,4094366,1307,67956,"",0.84,0.61,0.57,0.59,0.56,0.93,0.93,"",12,1.2,-391,-4.7,-17332737,-3.1,3987792,4.8,-137774,-3.3,21,1.6,1101,1.6
"42071","5","1024","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1024 Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1793,22773,1283730036,281464439,15355578,1084,56372,"",0.75,0.69,0.68,0.72,0.66,0.98,0.98,"",41,2.3,527,2.4,121543563,10.5,11542524,4.3,-335782,-2.1,79,7.9,4129,7.9
"42071","5","1025","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1025 Education and health services","County, by Supersector -- by ownership sector","All establishment sizes",1718,41107,1838355906,207719946,9824233,860,44722,"",0.79,1.15,1.30,0.94,0.99,1.13,1.13,"",-6,-0.3,842,2.1,46511657,2.6,11305938,5.8,174485,1.8,4,0.5,221,0.5
"42071","5","1026","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",1260,24160,400334257,211645719,9904097,319,16570,"",1.13,0.94,0.85,0.97,1.02,0.90,0.90,"",40,3.3,887,3.8,23230691,6.2,14951245,7.6,288314,3.0,7,2.2,367,2.3
"42071","5","1027","73","0","2016","A","","Lancaster County, Pennsylvania","Private","1027 Other services","County, by Supersector -- by ownership sector","All establishment sizes",1218,7465,232246760,67099296,3135623,598,31110,"",1.07,1.03,1.09,1.05,1.03,1.05,1.06,"",12,1.0,84,1.1,6557288,2.9,3741470,5.9,167987,5.7,10,1.7,532,1.7
"42071","5","11","74","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 11 Agriculture, forestry, fishing and hunting","County, NAICS Sector -- by ownership sector","All establishment sizes",211,2725,94134947,28953458,1281564,664,34548,"",1.49,1.31,1.66,1.15,0.77,1.26,1.26,"",11,5.5,180,7.1,4589251,5.1,3897925,15.6,154554,13.7,-13,-1.9,-639,-1.8
"42071","5","111","75","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 111 Crop production","County, NAICS 3-digit -- by ownership sector","All establishment sizes",57,679,19199944,7200836,374284,544,28280,"",0.89,0.73,0.80,0.66,0.51,1.09,1.09,"",0,0.0,2,0.3,-250778,-1.3,281388,4.1,8184,2.2,-9,-1.6,-458,-1.6
"42071","5","1111","76","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 1111 Oilseed and grain farming","County, NAICS 4-digit -- by ownership sector","All establishment sizes",11,94,3092932,924179,36298,630,32758,"",0.65,1.03,1.09,0.79,0.68,1.06,1.06,"",1,10.0,-2,-2.1,-19065,-0.6,14307,1.6,473,1.3,8,1.3,398,1.2
"42071","5","11111","77","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 11111 Soybean farming","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","111110","78","0","2016","A","N","Lancaster County, Pennsylvania","Private","NAICS 111110 Soybean farming","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"42071","5","11115","77","0","2016","A","","Lancaster County, Pennsylvania","Private","NAICS 11115 Corn farming","County, NAICS 5-digit -- by ownership sector","All establishment sizes",8,89,2957856,868867,34665,642,33359,"",1.83,3.03,3.03,2.32,2.03,1.01,1.00,"",0,0.0,-1,-1.1,-12972,-0.4,15993,1.9,610,1.8,10,1.6,502,1.5
